TransactionID,AccountID,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,PreviousTransactionDate,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Target
TX000659,AC00054,2023-02-20 17:27:24,,Philadelphia,D000374,78.69.172.205,M071,,Doctor,2024-11-04 08:11:08,22.59,62.0,45.0,1.0,3988.75,2
TX000660,AC00182,2023-08-17 16:44:38,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,Engineer,2024-11-04 08:11:15,568.76,51.0,155.0,1.0,7484.319999999999,0
TX000661,AC00257,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,Engineer,2024-11-04 08:10:44,25.94,58.0,211.0,5.0,4815.11,2
TX000662,AC00006,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,Doctor,2024-11-04 08:10:48,105.94,51.0,207.0,1.0,5963.1,2
TX000663,AC00424,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,Student,2024-11-04 08:07:58,733.29,52.0,94.0,5.0,10427.0,0
TX000664,AC00131,2023-01-17 17:11:24,,Portland,D000127,191.25.177.160,M087,Online,Student,2024-11-04 08:06:33,350.15,21.0,195.0,1.0,296.47,1
TX000665,AC00133,2023-01-02 18:35:07,Credit,Portland,D000097,3.77.114.6,M088,Branch,Student,2024-11-04 08:07:45,1151.18,65.0,105.0,1.0,1100.06,1
TX000666,AC00393,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,Engineer,2024-11-04 08:10:50,183.67,19.0,238.0,1.0,910.26,1
TX000667,AC00361,2023-11-27 16:16:19,Credit,El Paso,D000264,193.221.15.59,M025,Branch,Engineer,2024-11-04 08:10:13,278.27,29.0,123.0,1.0,6684.34,2
TX000668,AC00092,2023-07-18 18:03:03,Credit,Miami,D000090,,M053,Online,Doctor,,470.3,40.0,88.0,1.0,8524.09,0
TX000669,AC00049,2023-11-13 17:07:10,Debit,Portland,D000129,77.21.150.75,M068,Online,Engineer,2024-11-04 08:07:50,261.69,53.0,84.00000000000001,1.0,5126.65,2
TX000670,AC00023,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,Engineer,2024-11-04 08:07:41,365.04,22.0,94.0,1.0,873.8899999999999,1
TX000671,AC00323,2023-12-18 16:33:01,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,Doctor,2024-11-04 08:10:34,211.1,57.0,136.0,1.0,7059.77,0
TX000672,AC00372,2023-03-31 16:52:35,Credit,Houston,,145.76.10.8,M039,Online,Doctor,2024-11-04 08:09:09,21.49,58.0,240.0,1.0,11991.24,3
TX000673,AC00497,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,Retired,2024-11-04 08:11:23,63.58,18.0,199.0,1.0,8086.040000000001,0
TX000674,AC00130,2023-07-03 16:36:45,Credit,Fresno,D000649,167.67.137.223,M007,Online,Retired,2024-11-04 08:06:40,321.86,63.0,167.0,1.0,12626.49,3
TX000675,AC00034,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,Retired,2024-11-04 08:07:56,12.11,75.0,127.0,1.0,1730.28,1
TX000676,AC00286,2023-05-15 16:51:28,Debit,Seattle,D000584,167.67.137.223,M001,ATM,Student,2024-11-04 08:06:30,642.54,44.0,28.0,1.0,3143.17,1
TX000677,AC00232,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,Engineer,2024-11-04 08:10:16,210.45,27.0,146.0,1.0,1242.49,1
TX000678,AC00182,2023-06-08 17:20:53,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,Engineer,2024-11-04 08:11:26,313.65,55.0,173.0,1.0,1886.36,1
TX000679,AC00136,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,Doctor,2024-11-04 08:08:38,99.76,26.0,131.0,1.0,416.89,1
TX000680,AC00101,2023-11-21 17:25:30,Credit,San Jose,D000476,35.246.53.10,M033,Online,Retired,2024-11-04 08:10:39,115.32,53.0,113.0,1.0,5929.08,2
TX000681,AC00328,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,Engineer,2024-11-04 08:08:24,33.61,23.0,72.0,1.0,479.08,1
TX000682,AC00356,2023-08-02 16:01:17,Debit,San Jose,D000100,9.230.41.239,M046,Branch,Engineer,2024-11-04 08:09:05,498.59,33.0,32.0,1.0,5862.99,2
TX000683,AC00312,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,Student,2024-11-04 08:08:57,98.81,27.0,91.0,1.0,797.1,1
TX000684,AC00242,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,Student,2024-11-04 08:06:39,1.8700000000000003,65.0,147.0,1.0,7287.94,0
TX000685,AC00123,2023-10-16 17:46:51,Debit,Nashville,D000463,194.88.79.54,M032,Branch,Retired,2024-11-04 08:06:50,78.92,59.0,95.0,1.0,5624.86,2
TX000686,AC00071,2023-08-28 16:08:54,Debit,Mesa,D000597,90.111.245.138,M058,Branch,Engineer,2024-11-04 08:08:55,194.29,39.0,10.0,1.0,2988.41,1
TX000687,AC00370,2024-01-01 18:21:50,Debit,Phoenix,D000320,120.170.93.69,M048,Online,Doctor,2024-11-04 08:06:41,28.73,53.0,185.0,1.0,2712.96,1
TX000688,AC00330,2023-06-01 17:19:57,Debit,Sacramento,D000068,61.95.76.233,M042,Online,Student,2024-11-04 08:09:11,105.53,24.0,88.0,1.0,1433.66,1
TX000689,AC00218,2023-06-19 16:57:53,Debit,Fresno,D000681,121.67.144.20,M030,ATM,Doctor,2024-11-04 08:08:06,737.34,30.0,34.0,1.0,7336.56,0
TX000690,AC00437,2023-03-27 16:12:36,Debit,Seattle,D000048,113.115.81.178,M060,ATM,Retired,2024-11-04 08:08:22,237.86,18.0,210.0,1.0,475.62999999999994,1
TX000691,AC00287,2023-10-09 16:48:50,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,Retired,2024-11-04 08:12:09,409.61,65.0,89.0,1.0,11698.15,3
TX000692,AC00418,2023-10-16 18:53:31,Credit,San Jose,D000232,42.219.228.159,,Online,Retired,2024-11-04 08:06:38,75.53,21.0,157.0,1.0,1034.35,1
TX000693,AC00465,2023-08-07 16:02:55,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,Engineer,2024-11-04 08:09:59,72.75,64.0,15.0,1.0,12042.79,3
TX000694,AC00011,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,Doctor,2024-11-04 08:07:12,39.11,26.0,143.0,1.0,518.54,1
TX000695,AC00432,2023-11-27 16:18:25,Credit,Fresno,D000234,11.167.243.171,M052,ATM,Student,2024-11-04 08:08:37,1309.79,23.0,139.0,1.0,1258.93,1
TX000696,AC00240,2023-08-25 17:26:27,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,Doctor,2024-11-04 08:07:02,729.38,68.0,90.0,1.0,9127.65,0
TX000697,AC00497,2023-06-26 16:11:29,Debit,San Diego,D000187,77.7.223.184,M085,Online,Student,2024-11-04 08:11:05,137.49,34.0,50.00000000000001,1.0,4471.05,2
TX000698,AC00026,2023-04-10 16:47:55,Debit,Tucson,D000141,87.234.36.48,M027,Branch,Doctor,2024-11-04 08:09:58,504.71,29.0,61.00000000000001,1.0,6214.54,2
TX000699,AC00277,2023-09-12 18:46:45,Debit,Austin,D000695,41.110.46.150,M091,ATM,Doctor,2024-11-04 08:08:00,371.47,24.0,58.00000000000001,1.0,1187.04,1
TX000700,AC00116,2023-11-27 17:29:25,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,Retired,2024-11-04 08:09:09,430.35,36.0,205.0,1.0,354.9,1
TX000701,AC00367,2023-03-06 16:29:57,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,Student,2024-11-04 08:12:08,230.32,35.0,56.0,1.0,791.46,1
TX000702,AC00030,2023-09-14 16:58:48,Debit,Miami,D000653,19.228.76.177,M070,Branch,Retired,2024-11-04 08:07:01,121.71,52.0,140.0,1.0,5878.89,2
TX000703,AC00111,2023-05-04 16:51:17,Debit,Denver,D000108,60.43.160.195,M050,ATM,Doctor,2024-11-04 08:08:08,98.87,20.0,179.0,1.0,533.2,1
TX000704,AC00220,2023-09-11 17:43:14,Debit,Columbus,D000081,163.129.70.210,M093,ATM,Student,2024-11-04 08:11:56,117.55,24.0,35.0,1.0,897.94,1
TX000705,AC00295,2023-07-24 16:25:51,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,Doctor,2024-11-04 08:06:35,244.64,30.0,103.0,1.0,9159.56,0
TX000706,AC00137,2023-12-12 16:17:27,Debit,Jacksonville,D000577,57.141.198.111,M038,,Retired,2024-11-04 08:07:10,321.93,45.0,12.0,1.0,4392.73,2
TX000707,AC00004,2023-05-10 18:49:20,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,Engineer,2024-11-04 08:10:37,1092.73,58.0,11.0,1.0,1390.98,1
,AC00442,2023-12-11 16:47:05,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,Student,2024-11-04 08:06:24,283.23,40.0,98.0,1.0,2008.7700000000002,1
TX000709,AC00201,2023-01-30 16:08:07,Credit,Chicago,D000288,57.232.212.116,M017,Branch,Retired,2024-11-04 08:10:49,346.65,30.0,60.00000000000001,1.0,6356.96,2
TX000710,AC00462,2023-08-07 16:21:37,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,Student,2024-11-04 08:06:26,381.62,64.0,164.0,1.0,6009.12,2
TX000711,AC00390,2023-07-25 17:24:07,Debit,Denver,D000663,211.45.75.44,M075,Branch,Retired,2024-11-04 08:08:36,388.65,76.0,43.0,1.0,7896.850000000001,0
TX000712,AC00297,2023-08-21 17:25:00,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,Student,2024-11-04 08:08:40,29.22,24.0,151.0,1.0,1649.43,1
TX000713,AC00173,2023-01-30 16:20:26,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,Doctor,2024-11-04 08:06:58,46.75,67.0,150.0,1.0,2840.43,1
TX000714,AC00382,2023-09-04 16:48:13,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,Student,2024-11-04 08:08:11,348.64,57.0,128.0,1.0,3274.96,1
TX000715,AC00175,2023-10-20 18:34:41,Debit,Washington,D000165,30.229.179.194,M014,ATM,Retired,2024-11-04 08:09:48,319.17,73.0,81.0,1.0,6501.56,2
TX000716,AC00035,2023-06-15 18:57:42,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,Engineer,2024-11-04 08:08:28,73.95,26.0,75.99999999999999,1.0,363.92,1
TX000717,AC00219,2023-01-23 16:05:42,Credit,Seattle,D000307,160.65.101.37,M059,Branch,Engineer,2024-11-04 08:08:57,389.63,27.0,99.0,1.0,9748.48,0
TX000718,AC00416,,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,Engineer,2024-11-04 08:08:37,217.61,19.0,45.0,1.0,1404.53,1
TX000719,AC00467,2023-06-16 16:36:20,Debit,Colorado Springs,D000003,53.131.194.183,M026,Online,Student,2024-11-04 08:10:14,199.84,21.0,150.0,1.0,706.44,1
TX000720,AC00465,2023-03-20 17:45:22,Debit,Miami,D000041,93.146.251.20,M006,Online,Doctor,2024-11-04 08:08:06,56.35,44.0,75.0,1.0,5095.73,2
TX000721,AC00102,2023-02-06 17:48:39,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,Student,2024-11-04 08:10:20,248.95000000000002,65.0,29.000000000000004,1.0,3059.79,1
TX000722,AC00119,2023-07-26 16:05:48,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,Doctor,2024-11-04 08:10:16,142.58,33.0,145.0,1.0,7844.23,0
TX000723,AC00418,2023-08-21 17:36:05,Credit,Fresno,D000597,54.252.249.33,M009,Online,Student,2024-11-04 08:07:11,1020.7299999999999,28.0,87.0,1.0,1119.61,1
TX000724,AC00237,2023-05-01 16:30:03,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,Doctor,2024-11-04 08:07:19,84.34,58.0,247.99999999999997,3.0,5313.97,2
TX000725,AC00279,2023-09-01 18:05:37,Debit,Columbus,D000241,196.121.240.10,M052,Online,Student,2024-11-04 08:08:27,1607.55,31.0,156.0,1.0,6227.99,2
TX000726,AC00067,2023-03-06 16:33:43,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,Student,2024-11-04 08:11:14,333.78,60.0,98.0,1.0,6810.94,2
TX000727,AC00043,2023-11-14 17:23:43,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,Doctor,2024-11-04 08:08:16,332.59,55.0,143.0,1.0,1457.07,1
TX000728,AC00012,2023-07-26 16:54:08,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,Engineer,2024-11-04 08:07:04,236.81,22.0,15.0,1.0,813.68,1
TX000729,AC00244,2023-04-10 18:27:51,Debit,Detroit,D000009,24.148.92.177,M060,Online,Engineer,2024-11-04 08:08:37,417.8,27.0,130.0,1.0,1518.82,1
TX000730,AC00395,2023-05-30 16:15:10,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,Student,2024-11-04 08:07:09,319.27,50.0,150.0,1.0,10269.78,0
TX000731,AC00253,2023-02-20 17:23:03,Debit,Charlotte,D000096,217.233.219.196,M007,Online,Doctor,2024-11-04 08:10:51,384.1,42.0,172.0,1.0,672.7899999999998,1
TX000732,AC00394,2023-05-15 18:15:33,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,Engineer,2024-11-04 08:08:34,820.62,61.0,158.0,1.0,6024.8,2
TX000733,AC00457,2023-09-05 17:02:23,Debit,Chicago,D000674,77.208.193.198,M015,ATM,Retired,2024-11-04 08:11:23,474.77,56.0,50.00000000000001,1.0,2158.59,1
TX000734,AC00046,2023-01-03 17:51:07,Debit,Detroit,D000058,219.31.152.129,M060,Online,Student,2024-11-04 08:06:58,542.72,43.0,91.99999999999999,1.0,6011.8,2
TX000735,AC00011,2023-05-19 16:35:07,Debit,Fresno,D000088,4.101.189.38,M046,ATM,Student,2024-11-04 08:11:13,79.8,73.0,75.99999999999999,1.0,6372.58,2
TX000736,AC00045,2023-02-21 18:41:39,Debit,Tucson,D000172,66.255.7.16,M072,Branch,Doctor,2024-11-04 08:06:53,46.24,57.0,52.00000000000001,1.0,2569.56,1
TX000737,AC00181,2023-12-04 18:27:11,Debit,Nashville,D000083,45.241.13.208,M092,ATM,Engineer,2024-11-04 08:07:51,327.8,61.0,53.99999999999999,1.0,10585.48,0
TX000738,,2023-01-23 17:24:29,Debit,Columbus,D000688,56.89.80.133,M064,Branch,Retired,2024-11-04 08:07:50,445.79,52.0,161.0,1.0,717.9899999999999,1
TX000739,AC00288,,Debit,El Paso,D000695,146.69.70.214,M061,Online,Engineer,2024-11-04 08:07:38,55.89,72.0,150.0,1.0,3689.65,2
TX000740,AC00014,2024-01-01 16:17:13,Debit,Washington,D000077,43.98.242.106,M062,Online,Engineer,2024-11-04 08:06:58,158.41,28.0,16.0,1.0,1512.16,1
TX000741,AC00153,2023-01-27 16:40:28,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,Retired,,101.19,64.0,75.0,1.0,14389.45,3
TX000742,AC00164,2023-02-21 16:02:33,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,Retired,2024-11-04 08:08:15,827.14,36.0,265.0,4.0,9800.21,0
TX000743,AC00159,2023-07-06 18:16:05,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,Student,2024-11-04 08:09:03,61.970000000000006,74.0,95.0,1.0,7014.69,0
TX000744,AC00360,2023-07-31 17:37:31,Debit,Colorado Springs,D000469,196.244.194.198,M078,Branch,Retired,2024-11-04 08:09:20,27.21,79.0,102.0,1.0,3520.61,2
TX000745,AC00326,2023-06-09 17:12:09,Debit,San Jose,D000221,134.222.122.238,M098,Online,Retired,2024-11-04 08:11:22,173.74,80.0,64.0,1.0,4913.42,2
TX000746,AC00110,2023-01-11 16:58:02,Debit,Tucson,D000444,7.28.148.225,M088,Online,Retired,2024-11-04 08:08:49,176.11,38.0,105.0,1.0,9155.35,0
TX000747,AC00110,2023-11-03 16:39:45,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,Student,2024-11-04 08:07:22,88.4,46.0,174.0,1.0,2567.53,1
TX000748,AC00257,2023-02-16 16:20:06,Debit,Mesa,D000645,155.140.33.42,M100,Online,Engineer,2024-11-04 08:08:55,567.92,53.0,14.0,1.0,3779.4699999999993,2
TX000749,AC00145,2023-03-16 17:36:31,Debit,Chicago,D000172,216.32.4.105,M025,ATM,Student,2024-11-04 08:10:08,138.11,68.0,104.0,1.0,4177.65,2
TX000750,AC00455,2023-01-16 16:01:34,Debit,Dallas,D000330,48.19.99.211,M082,ATM,Student,2024-11-04 08:09:14,456.93,28.0,193.0,1.0,7284.76,0
TX000751,AC00282,2023-02-09 16:09:00,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,Doctor,2024-11-04 08:07:36,101.42,66.0,146.0,1.0,6530.59,2
TX000752,AC00045,2023-06-16 16:19:35,Credit,San Francisco,D000454,38.210.156.148,M068,Branch,Retired,2024-11-04 08:09:32,300.61,44.0,51.00000000000001,1.0,7895.540000000001,0
TX000753,AC00390,2023-06-19 16:20:51,Debit,San Antonio,D000647,139.23.212.102,M048,ATM,Engineer,2024-11-04 08:06:46,265.94,54.0,132.0,1.0,6781.3,2
TX000754,AC00032,,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,Student,2024-11-04 08:11:32,345.54,29.0,50.00000000000001,1.0,2091.78,1
TX000755,AC00153,2023-06-08 16:27:56,Debit,Memphis,D000493,,M039,Online,Retired,2024-11-04 08:09:31,411.52,41.0,88.0,1.0,11108.39,3
TX000756,AC00460,2023-09-07 16:27:03,Debit,Phoenix,D000070,94.37.250.128,M031,ATM,Engineer,2024-11-04 08:07:33,111.21,35.0,111.0,1.0,9088.36,0
TX000757,AC00154,2023-11-30 17:53:48,Debit,San Diego,D000444,49.31.186.82,M057,ATM,Retired,2024-11-04 08:07:50,316.37,53.0,86.0,1.0,4671.69,2
TX000758,AC00190,2023-07-13 17:50:13,Debit,San Antonio,D000163,166.41.54.117,M060,Online,Retired,2024-11-04 08:09:05,260.63,37.0,142.0,1.0,7534.7300000000005,0
TX000759,AC00156,2023-10-26 16:59:55,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,Student,2024-11-04 08:07:18,92.36,29.0,144.0,1.0,6353.14,2
TX000760,AC00005,2023-06-26 16:21:14,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,Student,2024-11-04 08:09:17,262.06,63.0,118.0,1.0,13587.52,3
TX000761,AC00126,2023-08-07 16:54:58,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,Doctor,2024-11-04 08:12:18,64.5,74.0,230.0,1.0,1351.24,1
TX000762,AC00201,,Debit,Detroit,D000497,199.103.32.145,M004,Branch,Engineer,2024-11-04 08:11:42,253.55,28.0,85.0,5.0,2797.26,1
TX000763,AC00165,2023-03-03 17:18:59,Credit,Fresno,D000622,47.82.77.181,M084,Branch,Doctor,2024-11-04 08:07:28,175.94,57.0,89.0,1.0,3728.0400000000004,2
TX000764,AC00420,2023-12-25 16:28:20,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,Engineer,2024-11-04 08:08:36,199.47,57.0,142.0,1.0,6067.44,2
TX000765,AC00329,2023-09-04 18:37:57,Credit,Indianapolis,D000573,34.86.220.205,M100,Branch,Doctor,2024-11-04 08:08:53,51.07,63.0,133.0,1.0,4292.16,2
TX000766,AC00037,2023-12-22 17:17:34,Debit,Fort Worth,D000477,189.198.67.252,M070,ATM,Retired,2024-11-04 08:06:48,435.86,56.0,134.0,1.0,3801.8200000000006,2
TX000767,AC00293,2023-03-13 16:05:46,Debit,San Diego,D000590,80.155.14.197,M043,Branch,Engineer,2024-11-04 08:07:24,74.73,64.0,162.0,1.0,6353.22,2
TX000768,AC00481,2023-11-23 17:44:29,Debit,San Francisco,D000517,90.111.245.138,M054,ATM,Doctor,2024-11-04 08:09:18,182.79,23.0,14.0,1.0,1251.85,1
TX000769,AC00233,2023-07-07 17:19:39,Debit,Las Vegas,D000308,207.157.126.125,M052,ATM,Doctor,2024-11-04 08:12:05,628.36,44.0,107.99999999999999,1.0,11869.71,3
TX000770,AC00235,2023-08-17 16:54:30,Debit,Fresno,D000461,175.230.206.232,M026,Online,Retired,2024-11-04 08:11:33,268.39,29.0,177.0,1.0,9409.43,0
TX000771,AC00324,2023-02-09 16:28:58,Debit,Sacramento,D000122,188.225.207.71,M013,Branch,Student,2024-11-04 08:10:03,362.27,80.0,47.0,1.0,6003.59,2
TX000772,AC00029,2023-11-29 18:38:41,Credit,Denver,D000524,80.155.14.197,M033,Online,Doctor,2024-11-04 08:09:44,560.15,50.0,91.99999999999999,1.0,817.83,1
TX000773,AC00093,2023-01-17 17:25:13,Debit,El Paso,D000645,215.97.143.157,M018,Branch,Engineer,2024-11-04 08:08:14,351.99,80.0,45.0,2.0,3663.64,2
TX000774,AC00141,2023-05-22 18:45:23,Debit,Phoenix,D000487,10.223.224.50,M056,ATM,Retired,2024-11-04 08:10:47,132.36,28.0,160.0,1.0,319.65,1
TX000775,AC00061,2023-06-14 16:34:54,Debit,San Jose,D000700,28.149.72.129,M050,ATM,Retired,2024-11-04 08:06:49,24.77,40.0,17.0,1.0,478.23,1
TX000776,AC00092,2023-09-08 17:48:22,Debit,Houston,D000127,161.177.41.214,M074,Online,Retired,2024-11-04 08:11:52,668.67,44.0,143.0,4.0,13446.81,3
TX000777,AC00354,2023-08-10 16:48:55,Debit,San Jose,D000566,86.220.59.252,M091,Branch,Engineer,2024-11-04 08:10:30,80.24,53.0,58.00000000000001,1.0,8012.810000000001,0
TX000778,AC00358,2023-11-10 18:02:07,Debit,Fort Worth,D000112,112.196.12.19,M065,Online,Engineer,2024-11-04 08:09:41,8.65,68.0,198.0,1.0,4201.22,2
TX000779,AC00078,2023-06-20 16:27:07,Debit,Columbus,D000358,213.207.62.176,M042,Online,Retired,2024-11-04 08:12:12,178.91,18.0,18.999999999999996,1.0,8870.89,0
TX000780,AC00013,2023-12-11 17:29:02,Credit,Phoenix,D000227,20.147.6.179,M001,Online,Retired,2024-11-04 08:07:04,115.22,27.0,107.99999999999999,1.0,906.1999999999999,1
TX000781,AC00030,2023-09-26 16:18:33,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,Engineer,2024-11-04 08:09:29,161.63,46.0,276.0,1.0,9286.37,0
TX000782,AC00074,2023-04-25 17:00:15,Debit,Atlanta,D000195,112.56.160.202,M036,Online,Retired,2024-11-04 08:12:22,542.75,70.0,63.0,1.0,2224.08,1
TX000783,AC00399,2023-05-01 17:21:46,Debit,El Paso,D000086,165.35.58.173,M006,Online,Doctor,2024-11-04 08:11:56,317.47,67.0,16.0,1.0,14639.28,3
TX000784,AC00323,2023-06-05 16:11:07,Debit,Boston,D000581,106.244.1.47,M085,Online,Engineer,2024-11-04 08:06:37,280.99,45.0,29.000000000000004,1.0,9733.59,0
TX000785,AC00107,2023-01-24 16:05:40,Debit,San Diego,D000054,215.97.143.157,M050,Online,Engineer,2024-11-04 08:11:09,24.19,29.0,28.0,1.0,2756.2,1
TX000786,AC00211,2023-01-10 17:40:16,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,Doctor,2024-11-04 08:09:13,586.85,36.0,86.0,1.0,6655.15,2
TX000787,AC00297,2023-08-21 18:36:41,Debit,Portland,D000401,216.151.64.40,M076,Branch,Doctor,2024-11-04 08:12:12,372.41,55.0,143.0,1.0,3233.87,1
TX000788,AC00102,2023-08-28 17:34:17,Debit,Colorado Springs,D000599,218.83.2.94,M088,ATM,Engineer,2024-11-04 08:08:00,383.69,54.0,285.0,1.0,8371.11,0
TX000789,AC00196,2023-12-20 18:58:27,Debit,Fort Worth,D000564,36.13.239.172,M005,Branch,Engineer,2024-11-04 08:08:49,247.16999999999996,65.0,149.0,1.0,2611.64,1
TX000790,AC00342,2023-03-27 16:48:34,Debit,Dallas,D000598,3.200.166.167,M092,ATM,Engineer,2024-11-04 08:07:55,48.78,18.0,136.0,1.0,552.06,1
TX000791,AC00027,2023-09-11 16:09:15,Debit,Oklahoma City,D000408,44.73.3.217,M029,Branch,Doctor,2024-11-04 08:10:23,4.15,60.0,119.0,1.0,6017.36,2
TX000792,AC00339,2023-08-17 18:32:19,Debit,Denver,D000076,18.72.115.111,M062,ATM,Retired,2024-11-04 08:08:31,60.989999999999995,34.0,58.00000000000001,1.0,7281.46,0
TX000793,AC00468,2023-01-11 16:56:58,Debit,Jacksonville,D000112,41.82.55.163,M007,ATM,Engineer,2024-11-04 08:09:12,408.19,26.0,241.0,1.0,6847.47,0
TX000794,AC00262,2023-03-15 16:33:09,Credit,Nashville,D000638,142.148.226.178,M028,Branch,Student,2024-11-04 08:10:10,524.6,58.0,75.99999999999999,1.0,13017.7,3
TX000795,AC00425,2023-06-05 16:16:13,Debit,Indianapolis,D000438,47.167.178.158,M044,ATM,Retired,2024-11-04 08:07:11,108.96,26.0,247.0,1.0,7597.660000000001,0
TX000796,AC00161,2023-08-14 16:26:38,Debit,Detroit,D000585,82.88.241.226,M041,Online,Doctor,2024-11-04 08:07:22,70.03,63.0,49.0,1.0,7330.31,0
TX000797,AC00417,2023-01-23 18:06:58,Debit,Dallas,D000114,162.198.218.92,M017,Branch,Retired,2024-11-04 08:12:12,124.84,52.0,79.0,1.0,6711.78,2
TX000798,AC00208,2023-12-29 17:17:48,Debit,Jacksonville,D000471,147.125.143.41,M075,ATM,Retired,2024-11-04 08:09:18,324.04,54.0,30.0,1.0,2248.06,1
TX000799,AC00304,2023-01-30 17:17:38,Credit,Jacksonville,D000566,92.180.81.50,M009,Branch,Retired,2024-11-04 08:08:26,39.69,70.0,163.0,1.0,3524.68,2
TX000800,AC00166,2023-10-25 16:21:15,Credit,Louisville,D000499,35.73.67.98,M013,Online,Student,2024-11-04 08:06:54,157.7,58.0,45.99999999999999,1.0,8332.58,0
TX000801,AC00279,2023-01-20 16:09:37,Debit,Austin,D000415,196.121.240.10,M005,Online,Doctor,2024-11-04 08:07:32,81.27,22.0,68.00000000000001,1.0,1814.48,1
TX000802,AC00114,2023-02-21 18:13:02,Debit,San Antonio,D000224,81.102.230.41,M021,Online,Doctor,2024-11-04 08:11:45,193.82,37.0,176.0,1.0,3886.7699999999995,2
TX000803,AC00411,,Debit,Jacksonville,D000073,69.160.14.157,M051,ATM,Retired,2024-11-04 08:07:35,16.73,79.0,165.0,1.0,7591.129999999999,0
TX000804,AC00380,2023-08-14 18:01:36,Credit,Memphis,D000493,93.169.212.219,M059,Online,Engineer,2024-11-04 08:10:51,474.05,57.0,214.0,1.0,1484.31,1
TX000805,AC00272,2023-06-12 16:58:04,Debit,Chicago,D000513,15.176.70.194,M001,ATM,Retired,2024-11-04 08:11:23,39.21,66.0,245.0,4.0,9385.57,0
TX000806,AC00202,2023-03-13 17:01:57,Debit,Colorado Springs,D000203,41.0.10.107,M094,Branch,Student,2024-11-04 08:10:05,637.75,79.0,151.99999999999997,1.0,4202.92,2
TX000807,AC00053,2023-11-01 16:55:58,Credit,Nashville,D000449,223.32.70.156,M002,Online,Engineer,2024-11-04 08:07:20,153.59,66.0,174.0,1.0,4813.12,2
TX000808,AC00316,2023-11-07 17:38:05,Debit,Detroit,D000682,184.59.28.72,M019,Online,Doctor,2024-11-04 08:06:29,186.6,18.0,139.0,1.0,9716.68,0
